,no ethics,ethics 0.5,ethics 1,ethics 2,ethics normal 0.5,ethics normal 1,ethics normal 2,scores no ethics,scores ethics 0.5,scores ethics 1,scores ethics 2,scores ethics normal 0.5,scores ethics normal 1,scores ethics normal 2,mean,mean score
1191,-6.69948667399e-05,-8.75493219071e-05,-9.06416500829e-05,-0.000176468126114,-0.000127475493688,-0.000242888676086,-0.000485166071112,27.0217159761,60.9583750687,61.4424501565,62.2718680865,61.7324242749,62.8831705813,65.0776598462,-0.00144201784482,27.1814415931
1192,0.000146553688486,0.000184777449844,0.00028871512636,0.000570882875182,0.00040014949689,0.000785428368124,0.00155592490686,27.0327644723,60.9353279511,61.4423065222,62.2773395903,61.7618126546,62.9102145658,65.1382135693,0.00134576720384,27.1814415931
1193,8.70567811662e-05,6.21997465512e-05,5.72094724833e-05,7.55098890866e-05,5.26356302695e-05,7.16386059189e-05,0.000176219735648,27.0348985224,60.9912652049,61.4191926172,62.2935502435,61.9187366241,63.2150934155,65.7268960094,0.00233393585661,27.1814415931
1194,0.000102337747026,-0.000597307832118,-0.00110273358491,-0.00208690802396,-0.0017226475597,-0.00343917770667,-0.00643141927355,27.0753553903,60.9791024098,61.5499604853,62.4348477384,62.0426231253,63.4011814313,65.913140286,0.00263528340449,27.1814415931
1195,-0.000235819240065,-0.000514654849527,-0.000987015861851,-0.00197136274663,-0.00130954559131,-0.00262529872654,-0.00521908076408,27.0763213116,61.0703887772,61.5303155208,62.3885552797,61.8176405019,62.9519515577,65.2171590896,-0.00862921537235,27.1814415931
1196,0.000359848286242,0.000542989813049,0.00108192954435,0.00214600021207,0.00142770625577,0.00291092097112,0.00569887737749,27.054745381,61.1135435925,61.5920443603,62.5211622544,61.8977794511,63.1118768166,65.5696452577,0.0072334640783,27.1814415931
1197,-1.51384860115e-05,-0.000345648379506,-0.000741996228954,-0.0014929322826,-0.000162623071218,-0.000280869735263,-0.000589987207875,27.3921222154,61.0735167501,61.7598192899,62.8585771228,60.5151916491,61.0001738344,61.5383686499,-0.00195798361856,27.1814415931
1198,-0.00169405596103,-0.000537618362036,-0.0010768582105,-0.00218215561591,-0.00136143246734,-0.00272029356628,-0.00535298349464,28.1606879967,61.2280612515,61.7653366615,62.9449726425,62.0847536783,63.5135265731,65.6118459278,-0.00271844478879,27.1814415931
1199,0.00200980158749,0.00079294872164,0.00159788209192,0.00315391349595,0.00202818116518,0.00405927754537,0.00719454597135,27.6323178511,61.1397539926,61.7243833591,62.8756536249,62.0945459347,63.5180128079,65.8434980552,0.0123940252419,27.1814415931
1200,0.000372026193362,0.000397242926394,0.00070570675218,0.00142861059748,0.000922668512351,0.0018614230139,0.00347316694572,27.2562597387,61.0923912899,61.7326411179,62.8627721987,62.0879280429,63.5312041284,65.7501711238,0.000745533081376,27.1814415931
1201,-0.000176503985952,-0.000168532588988,-0.000314448631569,-0.000637013470644,-0.000398425508957,-0.000813441311414,-0.00193891258947,27.2190111555,61.145853218,61.7382734874,62.8729122857,62.0693430876,63.4515228521,65.6916935891,-0.00280041359314,27.1814415931
1202,-9.12040159279e-05,-0.000371957039327,-0.000815774918104,-0.00163153686657,-0.00027917914583,-0.000273450442735,-0.000657213678192,27.1990055341,61.0802576935,61.772587816,62.861369921,60.6735064138,60.9523488852,61.4893228487,-0.00398166967895,27.1814415931
1203,0.000831046011773,0.000525298111341,0.00108654493694,0.00223526687183,0.00136153972118,0.00274249165587,0.00460817434587,27.0960701407,61.0639786552,61.6908353065,62.7948048654,61.960662902,63.2762240064,65.3592758567,0.00726747555387,27.1814415931
1204,0.0001798086279,0.000694117463888,0.0014102769936,0.00282558055326,0.00174736194169,0.00347810349389,0.00520835268217,27.2023035165,61.1713390135,61.9029297953,63.1249091149,62.1943903891,63.6924503881,65.7442757345,0.000196951833292,27.1814415931
1205,6.86227532687e-05,3.18043674475e-05,9.80569547472e-05,0.000193218705565,0.000127146298964,0.000232537365783,0.00168292060951,26.9748296189,61.2027366792,61.8408442712,63.0359588087,62.0571883856,63.4566962719,65.654512363,0.00130223678817,27.1814415931
1206,-1.48898900525e-05,0.000885833622188,0.00180194897449,0.00360894968125,0.00210445211133,0.00421525552847,0.00668533511991,26.9030667896,61.161394348,61.8517586719,63.0729994457,62.0637071601,63.4688466884,65.6959392515,0.000866445167581,27.1814415931
1207,-0.000679895819731,-0.00115502063567,-0.0023139730643,-0.00465471340098,-0.00244580284498,-0.00490412624389,-0.00918658481548,27.3602711795,61.3206006765,61.9699029406,63.2966570138,62.056279433,63.4386524751,65.7590343977,-0.00509222225873,27.1814415931
1208,0.000508287293762,0.000497939313237,0.000978797836288,0.00196846156266,0.00105523473202,0.00207391100663,0.00391603819464,27.3711421314,61.2649933584,61.8678047837,63.0471349522,61.9271602548,63.192293099,65.4826817223,0.00594374226147,27.1814415931
1209,-0.00125967499194,-0.000286688731468,-0.000545667267328,-0.00108491474293,-0.000511382238701,-0.00100865511957,-0.00139138200193,29.5670248321,61.4093934456,62.2382190363,63.7949270616,62.1247298887,63.5760485889,65.3846911324,-0.00617493080263,27.1814415931
1210,-0.000184811901555,-5.79209802098e-05,-0.000107998752935,-0.000245309221816,-0.000109192909292,-0.000240769837825,-0.000914136599776,28.7428135643,61.4578729197,62.2226272334,63.8284319701,62.1527087762,63.6251627251,65.4246098989,-0.00407019403304,27.1814415931
1211,-0.00936936898482,-0.00288029205242,-0.00560882222335,-0.0111747434186,-0.00361054227985,-0.00722019715644,-0.0143796757644,34.2253025556,61.3450523557,62.2550567115,63.8305045601,61.6875631396,62.7004080337,64.7579432588,-0.0170852333578,27.1814415931
1212,0.000960069921552,0.00131453571553,0.00262734862499,0.00523458961302,0.00064561238468,0.00126818840642,0.0025193274886,27.2114224195,61.1503675185,61.6799157537,62.7987134209,60.7224009937,61.0457738174,61.6250073627,0.00893551789389,27.1814415931
1213,0.000349615345966,0.00119340264525,0.00236816622715,0.00474343628497,0.00153078403878,0.0030397791042,0.00608292171819,26.9975293625,61.0569363755,61.5740433528,62.4705629855,61.1510844442,61.831743844,62.9679027022,0.0118652154254,27.1814415931
1214,0.000230293788109,0.000707708644056,0.00140667521036,0.00280441166495,0.000945590624319,0.00188899151195,0.00376116458813,26.9410262927,61.0746049172,61.4741133209,62.287550755,61.2155291426,61.748033975,62.8363234641,0.00679501463142,27.1814415931
1215,3.5836719739e-05,0.000444556782231,0.000891192126083,0.00177517125692,0.000584015136193,0.00117157590963,0.00236252385786,26.8790391097,61.0599939909,61.4375598585,62.2328668662,61.1627044052,61.6995664955,62.7032276806,-0.00200802088017,27.1814415931
1216,0.00110741032869,0.00112169151894,0.00221047284734,0.00441462102136,0.00149700416539,0.00290798743033,0.00582098275038,26.8920936373,60.9962917143,61.4378607499,62.2320647111,61.0690693644,61.702973582,62.7137381656,0.0176604545814,27.1814415931
1217,-0.000282763021878,-0.000311482078461,-0.00059368497403,-0.00114873617098,-0.000377052738054,-0.000755840212936,-0.00151774338267,26.7772544369,60.8617662537,61.3396483182,62.0581278209,61.1350714896,61.5870933488,62.4662063271,-0.00397734523616,27.1814415931
1218,0.00033486164419,0.000544310495716,0.00106856741078,0.0020483748386,0.000626218056289,0.00111490479196,0.00228192420813,26.7244181185,60.8871042492,61.2987576224,62.0274668683,60.9575505598,61.4243808877,62.1511922014,0.00869952925324,27.1814415931
1219,-0.000138337834704,-0.000174540133754,-0.000385097942159,-0.000788960378625,-0.000177508036937,-0.00040047483115,-0.000820917563284,26.6558115734,61.0161662606,61.4561702927,62.2467693325,61.0220279653,61.4747010769,62.2815473313,-5.59053434081e-06,27.1814415931
